gene_id	gene_name	SH_INSM1	SH_INSM2	SH_LacZ1	SH_LacZ2
ENSG00000166743.10	ACSM1	0	0.21931	0.601536	0
ENSG00000166747.13	AP1G1	44.998285	55.420967	40.851174	62.446397
ENSG00000166750.10	SLFN5	0	0.190409	0.037462	0.185878
ENSG00000166762.19	CATSPER2	7.422093	10.318137	4.17858	10.056711
ENSG00000166763.9	STRCP1	0.384649	0	0.083521	0
ENSG00000166770.13	ZNF667-AS1	57.296317	60.217429	80.457712	102.041748
ENSG00000166780.11	BMERB1	39.68055	35.521781	32.754563	28.029099
ENSG00000166783.22	MARF1	37.026617	24.925851	28.441008	44.131077
ENSG00000166787.4	SAA3P	0	0	0	0
ENSG00000166788.10	SAAL1	20.8092	23.284076	40.305341	38.646079
ENSG00000166793.13	YPEL4	5.879142	6.495642	4.728014	3.786616
ENSG00000166794.7	PPIB	437.735282	446.653417	551.946426	291.468219
ENSG00000166796.12	LDHC	0.861629	0.104903	0.634808	1.43045
ENSG00000166797.12	CIAO2A	39.71572	36.540831	45.342333	54.619811
ENSG00000166800.11	LDHAL6A	0.661508	0.889956	0.454661	1.821641
ENSG00000166801.17	FAM111A	1.420708	0.202364	2.610729	5.576117
ENSG00000166803.14	PCLAF	3.041175	4.209163	42.728484	83.68281
ENSG00000166813.17	KIF7	9.832263	8.270699	12.582063	4.447292
ENSG00000166816.15	LDHD	0.75472	1.348418	0.699427	0
ENSG00000166819.12	PLIN1	0.875656	1.264389	0.34226	0.634289
ENSG00000166821.9	PEX11A	15.169663	15.808416	15.129061	9.468744
ENSG00000166822.13	TMEM170A	21.382847	17.656018	12.301654	22.954967
ENSG00000166823.6	MESP1	2.332996	2.264586	1.879612	1.141636
ENSG00000166825.15	ANPEP	6.57816	4.138304	7.956308	2.603064
ENSG00000166828.3	SCNN1G	0	0	0.08017	0
ENSG00000166831.9	RBPMS2	10.101368	9.477576	9.31319	6.278433
ENSG00000166833.23	NAV2	15.209241	13.928014	11.824141	13.47221
ENSG00000166839.18	ANKDD1A	11.656221	13.205937	10.433773	9.834978
ENSG00000166840.14	GLYATL1	0.127394	2.599181	1.620394	1.999887
ENSG00000166845.15	C18orf54	0.891487	1.409715	1.379411	4.275875
ENSG00000166847.10	DCTN5	69.227225	65.452321	64.597027	91.956063
ENSG00000166848.7	TERF2IP	131.405121	133.635227	107.075172	117.897369
ENSG00000166851.15	PLK1	12.135951	12.522944	14.213328	9.70387
ENSG00000166855.9	CLPX	34.964127	37.173891	25.56991	53.359083
ENSG00000166856.3	GPR182	0	0.550924	0.081857	0.075946
ENSG00000166860.3	ZBTB39	14.310707	15.345632	14.00801	15.389044
ENSG00000166862.7	CACNG2	3.540718	3.207983	1.665207	3.123554
ENSG00000166863.13	TAC3	12.066185	9.57977	5.034233	3.922379
ENSG00000166866.13	MYO1A	0.53407	0.329274	0.04545	0.141914
ENSG00000166869.3	CHP2	0.059428	0	0	0
ENSG00000166881.10	NEMP1	8.889528	8.150658	13.924123	21.433017
ENSG00000166884.3	OR4D6	0	0	0.191414	0
ENSG00000166886.13	NAB2	26.958624	26.108943	20.745288	10.372162
ENSG00000166887.16	VPS39	100.69339	99.647092	86.921144	80.6432
ENSG00000166888.13	STAT6	5.932211	1.967739	1.243037	0.372488
ENSG00000166889.14	PATL1	20.609504	24.401187	26.707954	36.134765
ENSG00000166896.9	ATP23	4.157548	2.160229	5.861548	3.531815
ENSG00000166897.16	ELFN2	1.769328	1.205098	0.872168	0.443138
ENSG00000166900.17	STX3	12.357671	16.18249	18.560572	16.163531
ENSG00000166902.5	MRPL16	26.055908	30.741652	37.786113	37.515235
ENSG00000166908.18	PIP4K2C	43.603637	42.762343	27.779073	28.786785
ENSG00000166912.17	MTMR10	8.517145	8.94784	10.771838	16.449372
ENSG00000166913.13	YWHAB	193.053011	205.515973	188.993071	282.615356
ENSG00000166917.12	MIR202HG	0	0	0.215509	0
ENSG00000166920.13	C15orf48	0	0	0.342426	0.606702
ENSG00000166922.9	SCG5	47.939796	38.994517	32.343492	32.864047
ENSG00000166923.12	GREM1	0.843193	0.434406	0.908058	2.304824
ENSG00000166924.9	NYAP1	45.02448	34.870806	14.076361	6.243924
ENSG00000166925.9	TSC22D4	32.62269	30.068058	26.430928	12.506925
ENSG00000166926.9	MS4A6E	0	0	0	0
ENSG00000166927.13	MS4A7	0	0	0	0
ENSG00000166928.11	MS4A14	0.044452	0	0	0
ENSG00000166930.7	MS4A5	0	0	0	0
ENSG00000166938.13	DIS3L	9.999254	13.725322	17.766958	24.143788
ENSG00000166946.14	CCNDBP1	46.168104	40.451895	40.023835	48.103628
ENSG00000166947.15	EPB42	0	0.06877	0	0
ENSG00000166948.10	TGM6	0	0	0	0
ENSG00000166949.18	SMAD3	3.272556	3.697472	10.366175	11.586189
ENSG00000166959.8	MS4A8	0	0	0	0
ENSG00000166960.17	CCDC178	0	0	0	0
ENSG00000166961.15	MS4A15	0	0	0.101757	0.187014
ENSG00000166963.13	MAP1A	19.610027	20.186498	4.887443	3.520359
ENSG00000166965.13	RCCD1	16.431148	19.511787	19.879766	19.310608
ENSG00000166971.17	AKTIP	26.111401	31.662484	19.222327	34.38682
ENSG00000166974.13	MAPRE2	25.507771	25.034821	26.802748	41.067001
ENSG00000166979.13	EVA1C	4.103503	4.28949	9.573221	7.482702
ENSG00000166984.14	TCP10L2	0	0	0	0
ENSG00000166986.15	MARS1	155.064404	158.956285	163.27242	152.300877
ENSG00000166987.15	MBD6	29.349443	34.10459	14.526727	12.822304
ENSG00000166997.8	CNPY4	22.509076	19.567175	16.3155	12.989521
ENSG00000167004.14	PDIA3	318.608593	331.125599	354.613465	408.473508
ENSG00000167005.14	NUDT21	98.093785	105.334948	118.539947	190.245721
ENSG00000167011.9	NAT16	17.319007	18.946456	16.204212	10.656358
ENSG00000167014.11	TERB2	0	0	0	0
ENSG00000167034.10	NKX3-1	0	2.608715	2.478978	2.457882
ENSG00000167037.19	SGSM1	10.1183	10.741254	2.833192	3.242412
ENSG00000167046.4	ENSG00000167046	0	0	0.387004	0
ENSG00000167065.14	DUSP18	5.892776	7.373828	1.826858	1.230613
ENSG00000167074.15	TEF	6.46469	9.739842	2.938299	3.253406
ENSG00000167077.13	MEI1	0.070426	0.073875	0	0
ENSG00000167080.9	B4GALNT2	0	0.032938	0.045944	0
ENSG00000167081.18	PBX3	18.937584	19.140825	18.593148	33.717599
ENSG00000167083.7	GNGT2	0	0.151449	0	0
ENSG00000167085.14	PHB1	185.748945	176.489926	344.307756	404.221775
ENSG00000167088.11	SNRPD1	32.122468	37.546126	88.165294	89.055128
ENSG00000167094.16	TTC16	0.965499	0.347323	0.13195	0
ENSG00000167098.12	SUN5	0	0	0	0
ENSG00000167100.15	SAMD14	75.601436	64.605985	57.786219	20.982225
ENSG00000167103.12	PIP5KL1	13.273979	14.515782	9.788839	3.243348
ENSG00000167104.11	BPIFB6	0	0	0	0
ENSG00000167105.8	TMEM92	0.083167	0.076274	0.053079	0.196606
ENSG00000167106.12	EEIG1	15.775181	15.638028	7.270716	13.052363
ENSG00000167107.13	ACSF2	22.750782	19.123951	17.122019	13.833605
ENSG00000167110.19	GOLGA2	62.591903	60.349986	41.333795	39.950074
ENSG00000167112.10	TRUB2	23.831592	30.012138	25.287066	18.072359
ENSG00000167113.11	COQ4	44.442341	49.819243	46.6625	23.557457
ENSG00000167114.13	SLC27A4	18.61862	17.690996	14.946744	11.524711
ENSG00000167117.10	ANKRD40CL	0	0.185306	0.51586	2.260944
ENSG00000167118.11	URM1	75.279389	67.48502	103.233054	49.771759
ENSG00000167123.20	CERCAM	13.995767	13.583011	9.581489	4.206386
ENSG00000167130.18	DOLPP1	19.231926	21.980896	24.854266	19.847334
ENSG00000167131.17	CCDC103	3.41671	3.078995	3.127677	1.445693
ENSG00000167136.7	ENDOG	15.48798	14.397891	15.124344	3.632368
ENSG00000167139.9	TBC1D21	0	0	0	0
ENSG00000167157.11	PRRX2	9.958327	10.066236	18.80941	5.930989
ENSG00000167165.19	UGT1A6	0.138371	1.044264	0	0
ENSG00000167173.19	C15orf39	9.513446	10.766155	10.56131	6.057845
ENSG00000167178.17	ISLR2	22.567105	17.937783	43.801082	53.655307
ENSG00000167182.16	SP2	22.178909	19.556149	23.822887	13.147112
ENSG00000167183.3	PRR15L	0.483057	1.850759	0.205469	1.132689
ENSG00000167186.11	COQ7	21.410945	22.066159	10.882943	17.403653
ENSG00000167191.12	GPRC5B	40.911452	41.484308	11.115492	12.674983
ENSG00000167193.8	CRK	103.339702	105.414691	92.84016	128.780216
ENSG00000167194.8	C16orf92	0	0.172755	0	0
ENSG00000167195.8	GOLGA6C	0.802054	0.435437	0.690954	1.380811
ENSG00000167196.14	FBXO22	40.585837	53.093057	32.554125	48.431165
ENSG00000167202.12	TBC1D2B	35.831121	41.643621	18.466481	23.210872
ENSG00000167207.15	NOD2	0.602541	0.225313	0.867106	2.623412
ENSG00000167208.16	SNX20	0	0.107001	0.049651	0.822495
ENSG00000167210.17	LOXHD1	0.438794	0.279409	0.493389	0
ENSG00000167216.19	KATNAL2	5.87694	6.870247	6.964958	13.373041
ENSG00000167220.12	HDHD2	54.163633	43.701718	32.555808	60.808373
ENSG00000167232.14	ZNF91	35.44534	33.896575	18.460751	42.658637
ENSG00000167244.22	IGF2	1297.257348	1264.099826	682.239084	838.384366
ENSG00000167257.11	RNF214	25.675578	22.671065	13.494688	16.167688
ENSG00000167258.16	CDK12	27.222692	28.478696	24.457107	35.639752
ENSG00000167261.14	DPEP2	0.054737	0.251224	0	0
ENSG00000167264.18	DUS2	9.912264	11.250356	11.056579	20.788514
ENSG00000167272.11	POP5	55.271044	46.504617	37.490838	42.93828
ENSG00000167280.17	ENGASE	13.888378	18.030825	17.324744	8.095276
ENSG00000167281.20	RBFOX3	1.526863	1.386525	3.214953	0.750079
ENSG00000167283.9	ATP5MG	146.992809	150.716667	199.682067	113.193489
ENSG00000167286.12	CD3D	0.767218	0.019354	0.026978	0
ENSG00000167291.16	TBC1D16	55.146298	58.485779	48.477115	45.638305
ENSG00000167302.11	TEPSIN	36.715269	35.649755	27.670325	24.201372
ENSG00000167306.21	MYO5B	2.194238	2.33895	1.746756	2.041371
ENSG00000167311.14	ART5	1.485459	1.749756	1.851757	0
ENSG00000167315.18	ACAA2	71.834245	84.256414	77.013012	100.113083
ENSG00000167323.13	STIM1	16.05205	17.569672	16.684494	14.544008
ENSG00000167325.15	RRM1	18.320663	21.899258	82.381118	154.840456
ENSG00000167332.9	OR51E2	0	0	0	0
ENSG00000167333.13	TRIM68	5.262388	6.377831	9.162976	8.12225
ENSG00000167346.9	MMP26	0	0	0	0
ENSG00000167355.8	OR51B5	0	0.087483	0.386282	0
ENSG00000167359.8	OR51I1	0	0	0	0
ENSG00000167360.6	OR51Q1	0	0	0	0
ENSG00000167363.14	FN3K	44.063131	38.612275	36.989173	17.11029
ENSG00000167371.21	PRRT2	54.930767	50.94214	28.903847	16.447745
ENSG00000167377.19	ZNF23	33.014866	33.013615	25.69957	40.99782
ENSG00000167378.10	IRGQ	23.679674	25.061774	18.054435	17.621114
ENSG00000167380.17	ZNF226	29.486247	34.208024	24.686492	30.048634
ENSG00000167384.11	ZNF180	8.370993	7.984303	12.500176	25.139684
ENSG00000167390.8	POM121L3P	0.113246	0.313086	0	0
ENSG00000167393.18	PPP2R3B	14.349042	22.066333	6.02654	16.923436
ENSG00000167394.13	ZNF668	22.795972	17.57817	18.464124	9.006319
ENSG00000167395.10	ZNF646	27.155374	20.796018	14.896255	9.297448
ENSG00000167397.15	VKORC1	335.495016	325.734275	256.715194	185.200007
ENSG00000167414.5	GNG8	314.446081	325.909112	113.15459	14.513318
ENSG00000167419.11	LPO	0.232186	0	0	0
ENSG00000167434.10	CA4	0.706447	0.109325	0.151282	0
ENSG00000167447.13	SMG8	20.614601	21.038691	23.588581	35.731624
ENSG00000167459.18	LINC00905	0	0	0	0
ENSG00000167460.18	TPM4	154.818309	151.207131	242.664809	261.289153
ENSG00000167461.12	RAB8A	27.532052	19.062542	26.199437	17.095409
ENSG00000167468.20	GPX4	345.073565	322.238283	474.563377	355.582992
ENSG00000167470.14	MIDN	74.689147	65.681858	73.726262	44.592771
ENSG00000167476.10	JSRP1	32.40266	31.568497	10.182471	4.979181
ENSG00000167483.19	NIBAN3	1.86856	2.06284	1.772733	0.730083
ENSG00000167487.12	KLHL26	7.992336	5.852818	7.135388	2.867575
ENSG00000167491.18	GATAD2A	44.614496	44.529432	83.597348	50.550066
ENSG00000167494.10	NOS2P2	0	0	0	0
ENSG00000167508.12	MVD	30.384892	27.390811	28.338491	10.399394
ENSG00000167513.9	CDT1	5.13477	6.137643	23.799376	11.838802
ENSG00000167515.11	TRAPPC2L	39.414436	34.175008	35.478063	27.798805
ENSG00000167522.18	ANKRD11	96.113561	101.418375	87.659385	74.327154
ENSG00000167523.15	SPATA33	15.51554	13.888537	24.501336	16.41114
ENSG00000167524.17	RSKR	60.053512	56.323255	42.339397	39.511304
ENSG00000167525.16	PROCA1	5.660723	6.683396	5.195557	5.255913
ENSG00000167526.15	RPL13	3962.244953	3768.784039	3781.862823	1481.602868
ENSG00000167528.13	ZNF641	7.029819	6.447066	4.460174	7.381037
ENSG00000167531.6	LALBA	0	0	0	0
ENSG00000167535.8	CACNB3	66.564468	57.812132	36.505358	41.332816
ENSG00000167536.14	DHRS13	29.093557	23.313155	24.314198	19.400988
ENSG00000167543.16	TP53I13	34.518278	29.775495	27.718096	5.398954
ENSG00000167548.18	KMT2D	52.917426	46.683241	49.635696	35.824446
ENSG00000167549.19	CORO6	9.25537	10.800153	6.068071	8.300743
ENSG00000167550.11	RHEBL1	4.255422	3.943427	21.317506	9.130689
ENSG00000167552.16	TUBA1A	1926.541074	1894.794869	1370.594792	1596.309411
ENSG00000167553.17	TUBA1C	7.943475	26.201903	6.87464	1.694721
ENSG00000167554.15	ZNF610	17.330906	16.584456	12.359777	26.510728
ENSG00000167555.14	ZNF528	56.829098	52.467886	25.607596	62.162594
ENSG00000167562.14	ZNF701	5.026708	5.645807	3.95938	7.91106
ENSG00000167565.13	SERTAD3	41.44911	49.227566	24.517766	16.278303
ENSG00000167566.17	NCKAP5L	35.160131	31.631425	24.968956	11.258038
ENSG00000167578.18	RAB4B	26.880197	25.181187	19.459361	1.387032
ENSG00000167580.8	AQP2	0.463463	0.283069	0	0
ENSG00000167588.13	GPD1	1.347315	1.558965	2.008074	0.849202
ENSG00000167595.16	PROSER3	20.653151	22.010159	17.754417	15.687246
ENSG00000167600.14	CYP2S1	0	0.153626	0	0
ENSG00000167601.12	AXL	0	0.082932	0.057794	0.322337
ENSG00000167604.16	NFKBID	3.522512	2.749411	0.972863	0.369419
ENSG00000167608.12	TMC4	1.59069	2.012004	0.799435	3.629707
ENSG00000167612.13	ANKRD33	0.851133	0.151382	1.025148	0
ENSG00000167613.16	LAIR1	0	0.190366	0	0
ENSG00000167614.14	TTYH1	0.49702	1.479293	0.751392	0.210073
ENSG00000167615.18	LENG8	145.372506	120.234401	118.387358	68.225475
ENSG00000167617.3	CDC42EP5	0.161936	0.299446	0.412996	0
ENSG00000167618.10	LAIR2	0	0	0	0
ENSG00000167619.13	TMEM145	85.365768	56.96963	49.638193	16.118992
ENSG00000167625.12	ZNF526	8.329577	8.530283	4.189664	3.537288
ENSG00000167632.18	TRAPPC9	19.864583	15.135954	7.758799	7.432246
ENSG00000167633.18	KIR3DL1	0	0	0	0
ENSG00000167634.12	NLRP7	0.068539	0.031414	0.493828	0
ENSG00000167635.12	ZNF146	76.767318	66.098952	101.203408	105.461368
ENSG00000167637.18	ZNF283	8.742364	11.446414	6.590246	9.21324
ENSG00000167641.11	PPP1R14A	11.834789	9.495785	15.436698	6.10616
ENSG00000167642.13	SPINT2	19.974894	25.876563	10.943362	5.747657
ENSG00000167644.12	C19orf33	0	0	2.360018	0
ENSG00000167645.17	YIF1B	61.852667	51.987454	68.768686	35.926043
ENSG00000167646.14	DNAAF3	9.170359	9.292046	5.201143	10.067586
ENSG00000167653.5	PSCA	0.426712	1.050678	0.544227	0
ENSG00000167654.18	ATCAY	71.973328	62.844313	41.849089	31.260446
ENSG00000167656.5	LY6D	0	1.180823	0	0
ENSG00000167657.14	DAPK3	86.030362	83.979047	67.615787	28.463406
ENSG00000167658.16	EEF2	1995.985293	1896.668936	1547.698448	1031.255249
ENSG00000167664.9	TMIGD2	12.575328	9.776808	5.647485	3.055904
ENSG00000167670.16	CHAF1A	5.293254	5.778184	39.511268	41.56217
ENSG00000167671.12	UBXN6	123.100167	103.06101	101.762167	44.475751
ENSG00000167674.15	HDGFL2	71.904006	67.491718	67.417399	35.253615
ENSG00000167676.5	PLIN4	12.366121	11.083874	3.142436	2.540059
ENSG00000167680.18	SEMA6B	1.527891	1.566746	3.709803	2.286471
ENSG00000167685.15	ZNF444	42.693009	44.753628	35.015395	13.145123
ENSG00000167693.17	NXN	19.019669	13.178644	19.097115	14.573126
ENSG00000167695.15	TLCD3A	55.588561	48.805721	52.731385	39.529143
ENSG00000167699.14	GLOD4	72.267422	72.864515	73.135702	79.976511
ENSG00000167700.9	MFSD3	24.556667	20.909393	18.509269	7.546747
ENSG00000167701.14	GPT	1.883577	1.291264	1.633518	1.339419
ENSG00000167702.13	KIFC2	108.756997	94.43084	61.528346	27.472357
ENSG00000167703.15	SLC43A2	27.385504	30.642416	17.155585	18.731867
ENSG00000167705.12	RILP	2.810353	2.158354	1.605204	2.936591
ENSG00000167711.14	SERPINF2	3.158124	2.103541	1.213756	0.480719
ENSG00000167716.19	WDR81	11.996178	9.563619	7.455396	3.528074
ENSG00000167720.13	SRR	18.734827	17.213497	27.930041	21.271326
ENSG00000167721.11	TSR1	58.602801	60.905004	72.437535	79.593556
ENSG00000167723.15	TRPV3	0.147396	0.285959	0.970925	0.099985
ENSG00000167733.14	HSD11B1L	83.350093	73.112833	45.098263	17.163807
ENSG00000167740.10	CYB5D2	15.840752	15.714478	14.298337	11.673443
ENSG00000167741.11	GGT6	0	0	0.146347	0
ENSG00000167747.18	C19orf48P	4.393885	9.69682	0	0
ENSG00000167748.11	KLK1	0.956665	0.154762	0	0
ENSG00000167749.12	KLK4	0	4.504332	0	0
ENSG00000167751.13	KLK2	20.215463	16.733315	7.577098	4.05681
ENSG00000167754.13	KLK5	0	0	0.125051	0
ENSG00000167755.15	KLK6	0	0	0	0
ENSG00000167757.14	KLK11	0	0.129303	0	0
ENSG00000167759.13	KLK13	0.130267	0	0	0
ENSG00000167766.22	ZNF83	34.779437	42.004225	26.496489	42.425809
ENSG00000167767.14	KRT80	5.312706	6.035788	0.463763	0.99377
ENSG00000167768.4	KRT1	0	0.042392	0	0
ENSG00000167769.5	ACER1	0	0	0	0
ENSG00000167770.13	OTUB1	112.005734	110.436203	99.458088	81.105428
ENSG00000167771.6	RCOR2	85.873115	67.597312	46.489275	23.187327
ENSG00000167772.12	ANGPTL4	110.658492	96.757481	92.300591	43.849998
ENSG00000167774.2	ENSG00000167774	1.765655	0	2.818676	0
ENSG00000167775.11	CD320	43.63007	36.697868	64.00146	32.217628
ENSG00000167778.9	SPRYD3	7.616706	8.642127	3.859711	2.08252
ENSG00000167779.9	IGFBP6	13.72185	7.801017	5.463237	9.780392
ENSG00000167780.12	SOAT2	0.406675	0.051339	0	0
ENSG00000167785.9	ZNF558	43.277918	46.975171	40.208151	47.326879
ENSG00000167791.14	CABP2	0	0	0	0
ENSG00000167792.13	NDUFV1	90.967067	89.869423	90.761354	58.317385
ENSG00000167797.8	CDK2AP2	41.836448	47.633434	68.780906	25.681474
ENSG00000167798.20	C3P1	0	0	0	0
ENSG00000167799.10	NUDT8	5.826702	4.8544	5.18877	0
ENSG00000167800.10	TBX10	0	0.250365	0.086941	0
ENSG00000167807.15	ENSG00000167807	2.761944	2.683494	3.047197	0.548019
ENSG00000167815.12	PRDX2	410.421285	393.632479	429.005334	261.463082
ENSG00000167822.3	OR8J3	0	0	0	0
ENSG00000167825.3	OR5I1	0.150093	0	0	0
ENSG00000167840.14	ZNF232	17.767704	16.217069	17.186845	18.404762
ENSG00000167842.16	MIS12	25.02246	24.875319	30.607396	61.419235
ENSG00000167850.5	CD300C	0.080509	0.357605	0	0
ENSG00000167851.16	CD300A	1.952301	2.736498	1.841413	0.69293
ENSG00000167858.13	TEKT1	0	0	0	0
ENSG00000167861.16	HID1	43.737243	47.356532	22.986174	9.930179
ENSG00000167862.10	MRPL58	43.391322	46.170913	32.338114	47.828772
ENSG00000167863.12	ATP5PD	311.516197	307.148089	315.924059	235.583364
ENSG00000167874.7	TMEM88	39.134367	36.1893	25.68869	15.465401
ENSG00000167880.8	EVPL	0.535758	0.620206	0.388458	0.115755
ENSG00000167881.15	SRP68	77.074027	82.991047	72.019263	72.878938
ENSG00000167889.13	MGAT5B	16.143003	13.413572	16.656177	9.954827
ENSG00000167895.16	TMC8	0.691367	1.308561	0.758532	1.035528
ENSG00000167900.12	TK1	4.713979	4.568139	52.337874	29.705491
ENSG00000167904.16	TMEM68	18.750967	23.808247	25.702882	38.704036
ENSG00000167910.4	CYP7A1	0	0	0.049326	0
ENSG00000167912.9	TOX-DT	6.187004	8.873791	6.770625	6.414206
ENSG00000167914.12	GSDMA	0	0	0.939406	0
ENSG00000167916.5	KRT24	0	0	0	0
ENSG00000167920.13	KRT10-AS1	12.933365	15.262684	17.265332	20.089928
ENSG00000167925.17	GHDC	18.286958	14.55268	12.05401	19.862458
ENSG00000167930.17	FAM234A	86.601882	88.745483	104.431789	83.561024
ENSG00000167941.3	SOST	0	0	0	0
ENSG00000167962.15	ZNF598	62.427091	57.374367	73.12928	27.862513
ENSG00000167964.13	RAB26	29.526349	25.670385	12.625428	3.714502
ENSG00000167965.18	MLST8	42.107879	38.208629	24.166535	31.503635
ENSG00000167967.16	E4F1	20.17658	22.121782	16.834994	12.555806
ENSG00000167968.13	DNASE1L2	3.78512	4.831582	3.883225	1.439988
ENSG00000167969.13	ECI1	42.82996	42.971965	78.020732	39.895515
ENSG00000167971.16	CASKIN1	31.26333	30.405693	17.970398	5.995872
ENSG00000167972.14	ABCA3	31.893726	32.558669	31.677824	20.839058
ENSG00000167977.9	KCTD5	38.474714	45.401474	53.410137	34.094262
ENSG00000167978.19	SRRM2	249.306869	248.928579	201.07118	243.100273
ENSG00000167981.7	ZNF597	3.378512	3.341412	4.214651	5.869189
ENSG00000167984.18	NLRC3	1.212162	1.334796	1.024739	1.128953
ENSG00000167985.8	SDHAF2	74.255662	69.825557	62.495195	62.236074
ENSG00000167986.15	DDB1	182.659519	167.787025	183.756722	216.867557
ENSG00000167987.11	VPS37C	29.935001	24.514835	21.39392	15.660266
ENSG00000167992.14	VWCE	18.639755	20.782973	11.84382	13.143744
ENSG00000167994.13	RAB3IL1	6.621601	5.944605	5.634414	2.778474
ENSG00000167995.17	BEST1	1.938777	2.651108	2.220215	1.677068
ENSG00000167996.16	FTH1	3243.041415	3382.79097	2765.511533	1912.372684
ENSG00000168000.16	BSCL2	123.402399	127.420474	95.115436	54.085007
ENSG00000168002.12	POLR2G	98.030637	86.531255	108.838528	89.765116
ENSG00000168003.19	SLC3A2	87.331662	92.066606	107.825492	72.708166
ENSG00000168004.10	PLAAT5	0	0.158738	0.110451	0
ENSG00000168005.9	SPINDOC	57.489756	49.889768	72.220749	40.556423
ENSG00000168010.11	ATG16L2	13.967734	9.641703	3.724712	8.73292
ENSG00000168014.18	C2CD3	19.216279	18.355397	17.766198	28.178749
ENSG00000168016.15	TRANK1	1.112024	0.685196	0.457839	0.56267
ENSG00000168026.19	TTC21A	10.570525	10.414066	4.380728	1.401141
ENSG00000168028.15	RPSA	1761.428163	1660.490758	2180.768229	2083.171914
ENSG00000168032.10	ENTPD3	0.152288	0.954603	0	0
ENSG00000168036.19	CTNNB1	151.051325	136.667878	137.260203	207.864739
ENSG00000168038.11	ULK4	6.754356	5.926807	4.436252	7.878094
ENSG00000168040.5	FADD	29.546428	28.969862	21.798748	15.0006
ENSG00000168056.18	LTBP3	37.443378	39.933338	38.973721	39.159285
ENSG00000168060.16	NAALADL1	0.728786	0.323681	0	0
ENSG00000168061.17	SAC3D1	22.592009	21.142548	31.102005	5.952033
ENSG00000168062.10	BATF2	0.219157	0.606731	0.268684	0
ENSG00000168065.16	SLC22A11	0.122993	0.02818	0.301809	0.150695
ENSG00000168066.22	SF1	192.015711	212.019556	191.070852	187.797694
ENSG00000168067.12	MAP4K2	25.36053	24.128325	14.352605	9.640145
ENSG00000168070.12	MAJIN	0.056777	0.156374	0	0.535173
ENSG00000168071.22	CCDC88B	7.421611	5.031106	3.165153	1.341817
ENSG00000168077.14	SCARA3	4.518948	3.384177	10.040537	12.634986
ENSG00000168078.10	PBK	2.447804	3.023132	7.727618	15.679035
ENSG00000168079.17	SCARA5	0	0	0	0
ENSG00000168081.9	PNOC	0.549548	0.380445	0.247928	0
ENSG00000168090.10	COPS6	116.128243	112.681235	114.627764	91.715857
ENSG00000168092.14	PAFAH1B2	89.174148	96.797189	70.517434	122.754766
ENSG00000168096.15	ANKS3	57.0471	47.504098	49.109691	25.891825
ENSG00000168101.15	NUDT16L1	63.023431	60.90575	39.503836	17.701227
ENSG00000168116.15	KIAA1586	10.631105	14.797057	11.034312	23.576201
ENSG00000168118.12	RAB4A	45.383718	39.947184	72.789975	63.947304
ENSG00000168122.4	ZNF355P	0	0	0	0.080946
ENSG00000168124.3	OR1F1	0.302289	0.645732	0.778482	1.538161
ENSG00000168126.3	OR2W6P	0	0.699637	0.579423	0
ENSG00000168129.8	DHFRP3	0	0	0	0
ENSG00000168131.4	OR2B2	0.107323	0	0.273843	0
ENSG00000168135.4	KCNJ4	0.842611	1.547073	4.445089	1.191507
ENSG00000168137.20	SETD5	158.104518	149.556137	107.993864	142.621745
ENSG00000168140.5	VASN	15.076327	14.732167	20.759726	8.141772
ENSG00000168143.9	FAM83B	0	0	0	0
ENSG00000168148.4	H3-4	2.498347	1.956572	0	0.91406
ENSG00000168152.13	THAP9	3.172164	7.785516	4.302843	8.043588
ENSG00000168158.4	OR2C1	0	0.404688	0	0
ENSG00000168159.15	RNF187	103.986023	102.868446	87.951951	53.053472
ENSG00000168172.9	HOOK3	13.157858	13.623352	9.160421	36.576181
ENSG00000168175.16	MAPK1IP1L	57.203717	72.811546	63.826853	87.536507
ENSG00000168209.6	DDIT4	228.515215	222.665599	123.089278	56.88081
ENSG00000168214.22	RBPJ	78.553008	82.740548	76.756433	169.682119
ENSG00000168216.13	LMBRD1	32.971475	34.387954	22.866477	47.613778
ENSG00000168228.16	ZCCHC4	4.596469	3.569685	4.719846	7.127838
ENSG00000168229.4	PTGDR	0.106866	0.393762	0	0.354808
ENSG00000168234.14	TTC39C	3.629619	7.282619	13.510873	11.217358
ENSG00000168237.18	GLYCTK	5.765579	6.887243	4.353607	2.595758
ENSG00000168243.11	GNG4	117.972974	127.026476	174.666552	201.287576
ENSG00000168246.6	UBTD2	32.947702	35.678755	32.548392	54.722494
ENSG00000168255.20	POLR2J3	35.312397	29.339619	32.224695	25.963866
ENSG00000168256.18	NKIRAS2	95.072457	87.173265	82.501587	57.842106
ENSG00000168259.17	DNAJC7	82.017781	85.45971	91.40236	107.267481
ENSG00000168263.9	KCNV2	0.105676	0.290975	1.011586	0.124615
ENSG00000168264.12	IRF2BP2	87.963341	85.340699	100.882694	74.281575
ENSG00000168267.7	PTF1A	0	0	3.738357	5.967557
ENSG00000168268.11	NT5DC2	362.604557	348.304626	313.162077	256.967153
ENSG00000168269.10	FOXI1	0	0.053241	0	0
ENSG00000168273.8	UQCC5	31.210631	38.116677	46.554333	15.664566
ENSG00000168275.16	COA6	26.141799	28.960673	43.038492	65.809987
